,literal,grade,stroke_counts,freq,jlpt,ja_ons,ja_kuns,meanings,example,example_translation
362,究,3.0,7,368,3.0,"['キュウ', 'ク']",['きわ.める'],"['research', 'study']",彼の研究はついに実を結んだ。,His research bore fruit in the end.
363,育,3.0,8,369,2.0,['イク'],"['そだ.つ', 'そだ.ち', 'そだ.てる', 'はぐく.む']","['bring up', 'grow up', 'raise', 'rear']",万一明日の午後雨が降ったら体育館に集まろう。,"If it should rain tomorrow afternoon, we will meet in the gym."
364,席,4.0,10,370,2.0,['セキ'],['むしろ'],"['seat', 'mat', 'occasion', 'place']",席を予約したいのですが。,I'd like to reserve a seat.
365,輸,5.0,16,371,2.0,"['ユ', 'シュ']",[],"['transport', 'send', 'be inferior']",我が社は世界中にあらゆる種類のコンピューターを輸出している。,We export various kinds of computers all over the globe.
366,訪,6.0,11,372,2.0,['ホウ'],"['おとず.れる', 'たず.ねる', 'と.う']","['call on', 'visit', 'look up', 'offer sympathy']",私は５月の暖かい午後に彼を訪ねた。,I paid him a visit on a warm afternoon in May.
367,楽,2.0,13,373,3.0,"['ガク', 'ラク', 'ゴウ']","['たの.しい', 'たの.しむ', 'この.む']","['music', 'comfort', 'ease']",彼女は仕事が楽になった。,Her work became easier.
368,起,3.0,10,374,3.0,['キ'],"['お.きる', 'お.こる', 'お.こす', 'おこ.す', 'た.つ']","['rouse', 'wake up', 'get up']",これから先何が起きるかだれも分からない。,No one can tell what will happen in the future.
369,万,2.0,3,375,4.0,"['マン', 'バン']",['よろず'],"['ten thousand', '10', '000']",その仕事は毎月５０万円になる。,The job earns him half a million yen every month.
370,着,3.0,12,376,3.0,"['チャク', 'ジャク']","['き.る', 'き.せる', 'つ.く', 'つ.ける']","['don', 'arrive', 'wear', 'counter for suits of clothing']",私はズボンを２着買った。,I bought two pairs of trousers.
371,乗,3.0,9,377,3.0,"['ジョウ', 'ショウ']","['の.る', '-の.り', 'の.せる']","['ride', 'power', 'multiplication', 'record', 'counter for vehicles', 'board', 'mount', 'join']",３の３乗は２７である。,3 to the third power is 27.
372,店,2.0,8,378,4.0,['テン'],"['みせ', 'たな']","['store', 'shop']",その店は今日は開いていない。,The store is not open today.
373,述,5.0,8,379,2.0,['ジュツ'],['の.べる'],"['mention', 'state', 'speak', 'relate']",彼はその問題について自分の意見を述べるといってきかなかった。,He would have his say on the subject.
374,残,4.0,10,380,2.0,"['ザン', 'サン']","['のこ.る', 'のこ.す', 'そこな.う', 'のこ.り']","['remainder', 'leftover', 'balance']",残尿感があります。,Following urination I feel as though I still have to go more.
375,想,3.0,13,381,2.0,"['ソウ', 'ソ']",['おも.う'],"['concept', 'think', 'idea', 'thought']",彼は一人のこされると冥想にふけった。,"Being left alone, he sank into meditation."
376,線,2.0,15,382,2.0,['セン'],['すじ'],"['line', 'track']",地図上の赤い線は鉄道をあらわす。,The red lines on the map represent railways.
377,率,5.0,11,383,2.0,"['ソツ', 'リツ', 'シュツ']",['ひき.いる'],"['ratio', 'rate', 'proportion', '%', 'factor', 'lead', 'spearhead', 'command']",三菱ランサーエボリューションはヲタ車率が高いことが有名だ。,The Mitsubishi Lancer Evolution is famous for the high percentage used as otaku cars.
378,病,3.0,10,384,3.0,"['ビョウ', 'ヘイ']","['や.む', '-や.み', 'やまい']","['ill', 'sick']",塩分を減らした結果、血圧が下がって、心臓病の心配が前ほどなくなった。,Reducing my salt intake brought down my blood pressure and I am no longer as worried as I was before about heart disease.
379,農,3.0,13,385,2.0,['ノウ'],[],"['agriculture', 'farmers']",霜は農作物に悪影響を及ぼしました。,The frost had a bad effect on the crops.
380,州,3.0,6,386,2.0,"['シュウ', 'ス']",['す'],"['state', 'province']",その州は周辺にさまざまな原料を供給している。,The province supplies its neighbors with various raw materials.
381,武,5.0,8,387,2.0,"['ブ', 'ム']","['たけ', 'たけ.し']","['warrior', 'military', 'chivalry', 'arms']",文は武に勝る。,The pen is mightier than the sword.
382,声,2.0,7,388,3.0,"['セイ', 'ショウ']","['こえ', 'こわ-']",['voice'],正はやさしい声をしている。,Tadashi has a soft voice.
383,質,5.0,15,389,3.0,"['シツ', 'シチ', 'チ']","['たち', 'ただ.す', 'もと', 'わりふ']","['substance', 'quality', 'matter', 'temperament']",私はカメラを質に入れた。,I pawned my camera.
384,念,4.0,8,390,2.0,['ネン'],[],"['wish', 'sense', 'idea', 'thought', 'feeling', 'desire', 'attention']",彼は、念のため、暗くなったら外には出ないと娘に約束させた。,He was careful enough to make his daughter promise not to go out after dark.
385,待,3.0,9,391,3.0,['タイ'],"['ま.つ', '-ま.ち']","['wait', 'depend on']",その少年は、あなたが戻るまで待っているだろう。,The boy will wait for you till you come back.
386,試,4.0,13,392,3.0,['シ'],"['こころ.みる', 'ため.す']","['test', 'try', 'attempt', 'experiment', 'ordeal']",彼は試しに遠山に登ってみた。,He tried climbing the distant mountain.
387,族,3.0,11,393,3.0,['ゾク'],[],"['tribe', 'family']",インカ族が約四百年前にスペイン人に征服されたとき、少数のインカ族がクスコを去ってペルーの中心部にあるマチュピチュに行った。,"When the Incas were conquered by the Spanish about four hundred years ago, some of the Incas left Cuzco and went to Machu Picchu in the heart of Peru."
388,象,5.0,12,394,2.0,"['ショウ', 'ゾウ']",['かたど.る'],"['elephant', 'pattern after', 'imitate', 'image', 'shape', 'sign (of the times)']",象が飛ぶのを見たことがある？,Have you ever seen an elephant fly?
389,銀,3.0,14,395,3.0,['ギン'],['しろがね'],['silver'],金は銀より重い。,Gold is heavier than silver.
390,域,6.0,11,396,2.0,['イキ'],[],"['range', 'region', 'limits', 'stage', 'level']",飢饉の見通しが世界の多くの地域に迫っている。,The prospect of famine hangs over many areas of the world.
391,助,3.0,7,397,2.0,['ジョ'],"['たす.ける', 'たす.かる', 'す.ける', 'すけ']","['help', 'rescue', 'assist']",少しの援助も私にはなかった。,Little help did I get.
392,労,4.0,7,398,2.0,['ロウ'],"['ろう.する', 'いたわ.る', 'いた.ずき', 'ねぎら', 'つか.れる', 'ねぎら.う']","['labor', 'thank for', 'reward for', 'toil', 'trouble']",労なくして益なし。,"No pain, no gain."
393,例,4.0,8,399,2.0,['レイ'],['たと.える'],"['example', 'custom', 'usage', 'precedent']",これは適切な例だと思います。,I think this is a case in point.
394,衛,5.0,16,400,1.0,"['エイ', 'エ']",[],"['defense', 'protection']",政府が自衛隊に沖縄への災害派遣を要請した。,The government asked the SDF for a disaster relief deployment to Okinawa.
395,然,4.0,12,401,2.0,"['ゼン', 'ネン']","['しか', 'しか.り', 'しか.し', 'さ']","['sort of thing', 'so', 'if so', 'in that case', 'well']",あんな風に理路整然と話されちゃうと、こっちは何も言えないよな。,What am I supposed to say when he puts it so logically?
396,早,1.0,6,402,3.0,"['ソウ', 'サッ']","['はや.い', 'はや', 'はや-', 'はや.まる', 'はや.める', 'さ-']","['early', 'fast']",早飯の人は仕事が早い。,"Quick at meal, quick at work."
397,張,5.0,11,403,2.0,['チョウ'],"['は.る', '-は.り', '-ば.り']","['lengthen', 'counter for bows & stringed instruments', 'stretch', 'spread', 'put up (tent)']",母は両手を腰に当てひじを張ってたっていた。,Mother stood arms akimbo.
398,映,6.0,9,404,3.0,['エイ'],"['うつ.る', 'うつ.す', 'は.える', '-ば.え']","['reflect', 'reflection', 'projection']",ジェーンは十一歳の時からずっと映画に出演している。,Jane has been acting in films since she was eleven.
399,限,5.0,9,405,2.0,['ゲン'],"['かぎ.る', 'かぎ.り', '-かぎ.り']","['limit', 'restrict', 'to best of ability']",配達のレシートに受け取った品物の正確なリストがない限り、サインをしてはいけません。,Do not sign a delivery receipt unless it accurately lists the goods received.
400,親,2.0,16,406,3.0,['シン'],"['おや', 'おや-', 'した.しい', 'した.しむ']","['parent', 'intimacy', 'relative', 'familiarity', 'dealer (cards)']",そのことは親に言わなくていいですよ。,You don't have to tell that to your parents.
401,額,5.0,18,407,2.0,['ガク'],['ひたい'],"['forehead', 'tablet', 'plaque', 'framed picture', 'sum', 'amount', 'volume']",彼の借金は相当な額になっている。,His debts amount to a considerable sum.
402,監,8.0,15,408,1.0,['カン'],[],"['oversee', 'official', 'govt office', 'rule', 'administer']",代表取締役は取締役の職務の執行を監督するものだ。,The Representative Director supervises Directors' performance of duties.
403,環,8.0,17,409,2.0,['カン'],['わ'],"['ring', 'circle', 'link', 'wheel']",鎖の強さはその環の一番弱いところに左右される。,The strength of the chain is in the weakest link.
404,験,4.0,18,410,3.0,"['ケン', 'ゲン']","['あかし', 'しるし', 'ため.す', 'ためし']","['verification', 'effect', 'testing']",この実験には以下の手段を使用した。,We used the following procedures in this experiment.
405,追,3.0,9,411,2.0,['ツイ'],['お.う'],"['chase', 'drive away', 'follow', 'pursue', 'meanwhile']",彼は故国を追放された。,He was exiled from his own country.
406,審,8.0,15,412,1.0,['シン'],"['つまび.らか', 'つぶさ.に']","['hearing', 'judge', 'trial']",陪審団による有罪評決が大論争の引き金となった。,The jury's guilty verdict gave rise to widespread debate.
407,商,3.0,11,413,2.0,['ショウ'],['あきな.う'],"['make a deal', 'selling', 'dealing in', 'merchant']",食料品商をやっている。,I am in the grocery line.
408,葉,3.0,12,414,2.0,['ヨウ'],['は'],"['leaf', 'plane', 'lobe', 'needle', 'blade', 'spear', 'counter for flat things', 'fragment', 'piece']",秋には、木から葉が落ちる。,"In autumn, leaves fall from trees."
409,義,5.0,13,415,1.0,['ギ'],[],"['righteousness', 'justice', 'morality', 'honor', 'loyalty', 'meaning']",朋友の義を破った。,He violated the rules of friendship.
410,伝,4.0,6,416,2.0,"['デン', 'テン']","['つた.わる', 'つた.える', 'つた.う', 'つだ.う', '-づた.い', 'つて']","['transmit', 'go along', 'walk along', 'follow', 'report', 'communicate', 'legend', 'tradition']",台所でお母さんの手伝いをしていたの。,I helped my mother in the kitchen.
411,働,4.0,13,417,3.0,['ドウ'],['はたら.く'],"['work', '(kokuji)']",概して日本人は働き者だ。,"Generally speaking, Japanese are hard workers."
412,形,2.0,7,418,2.0,"['ケイ', 'ギョウ']","['かた', '-がた', 'かたち', 'なり']","['shape', 'form', 'style']",地球は球の形をしている。,The earth is shaped like a sphere.
413,景,4.0,12,419,2.0,['ケイ'],[],"['scenery', 'view']",函館山に登るとすばらしい函館の夜景が見られる。,It is really lovely to go up Mt. Hakodate and look at the night view of Hakodate city.
414,落,3.0,12,420,2.0,['ラク'],"['お.ちる', 'お.ち', 'お.とす']","['fall', 'drop', 'come down', 'village', 'hamlet']",サルは木から落ちた。,The monkey came down.
415,欧,8.0,8,421,2.0,['オウ'],"['うた.う', 'は.く']",['Europe'],それを皮切りとして欧州の詩や文学を多数紹介するようになりました。,With that as a start many European poems and much literature came to be introduced.
416,担,6.0,8,422,2.0,['タン'],"['かつ.ぐ', 'にな.う']","['shouldering', 'carry', 'raise', 'bear']",彼は家計の上で彼女の負担にはなっていなかった。,He was not a financial burden on her.
417,好,4.0,6,423,3.0,['コウ'],"['この.む', 'す.く', 'よ.い', 'い.い']","['fond', 'pleasing', 'like something']",好天気が私達の旅の楽しみを増した。,Fine weather added to the joy of our trip.
418,退,6.0,9,424,2.0,['タイ'],"['しりぞ.く', 'しりぞ.ける', 'ひ.く', 'の.く', 'の.ける', 'ど.く']","['retreat', 'withdraw', 'retire', 'resign', 'repel', 'expel', 'reject']",ジェーンはとても退屈な週末を過ごした。,Jane spent a very flat weekend.
419,準,5.0,13,425,2.0,['ジュン'],"['じゅん.じる', 'じゅん.ずる', 'なぞら.える', 'のり', 'ひと.しい', 'みずもり']","['semi-', 'correspond to', 'proportionate to', 'conform', 'imitate']",彼は旅行の準備に忙しかった。,He was busy getting ready for his journey.
420,賞,5.0,15,426,2.0,['ショウ'],['ほ.める'],"['prize', 'reward', 'praise']",１０チームが賞を得ようと争った。,Ten teams competed for the prize.
